Year,Ceremony,Award,Winner,Name,Film,,,
1945,18,Art Direction (Color),,Art Direction: Ted Smith,San Antonio , Interior Decoration: Jack McConaghy,,
1945,18,Art Direction (Color),,"Art Direction: Stephen Goosson, Rudolph Sternad; Interior Decoration: Frank Tuttle",A Thousand and One Nights ,,,
1945,18,Cinematography (Black and White),,Arthur Miller,The Keys of the Kingdom ,,,
1945,18,Cinematography (Black and White),,John F. Seitz,The Lost Weekend ,,,
1945,18,Cinematography (Black and White),,Ernest Haller,Mildred Pierce ,,,
1945,18,Cinematography (Black and White),1,Harry Stradling,The Picture of Dorian Gray ,,,
1945,18,Cinematography (Black and White),,George Barnes,Spellbound ,,,
1945,18,Cinematography (Color),,"Robert Planck, Charles Boyle",Anchors Aweigh ,,,
1945,18,Cinematography (Color),1,Leon Shamroy,Leave Her to Heaven ,,,
1945,18,Cinematography (Color),,Leonard Smith,National Velvet ,,,
1945,18,Cinematography (Color),,"Tony Gaudio, Allen M. Davey",A Song to Remember ,,,
1945,18,Cinematography (Color),,George Barnes,The Spanish Main ,,,
1945,18,Directing,,Leo McCarey,The Bells of St. Mary's ,,,
1945,18,Directing,1,Billy Wilder,The Lost Weekend ,,,
1945,18,Directing,,Clarence Brown,National Velvet ,,,
1945,18,Directing,,Jean Renoir,The Southerner ,,,
1945,18,Directing,,Alfred Hitchcock,Spellbound ,,,
1945,18,Documentary (Feature),,United States Army Air Force,The Last Bomb ,,,
1945,18,Documentary (Feature),1,The Governments of Great Britain and the United States of America,The True Glory ,,,
1945,18,Documentary (Short Subject),1,"Gordon Hollingshead, Producer",Hitler Lives? ,,,
1945,18,Documentary (Short Subject),,United States Office of War Information Overseas Motion Picture Bureau,Library of Congress ,,,
1945,18,Documentary (Short Subject),,United States Marine Corps,To the Shores of Iwo Jima ,,,
1945,18,Film Editing,,Harry Marker,The Bells of St. Mary's ,,,
1945,18,Film Editing,,Doane Harrison,The Lost Weekend ,,,
1945,18,Film Editing,1,Robert J. Kern,National Velvet ,,,
1945,18,Film Editing,,George Amy,"Objective, Burma! ",,,
1945,18,Film Editing,,Charles Nelson,A Song to Remember ,,,
1945,18,Music (Music Score of a Dramatic or Comedy Picture),,Robert Emmett Dolan,The Bells of St. Mary's ,,,
1945,18,Music (Music Score of a Dramatic or Comedy Picture),,Lou Forbes,Brewster's Millions ,,,
1945,18,Music (Music Score of a Dramatic or Comedy Picture),,Werner Janssen,Captain Kidd ,,,
1945,18,Music (Music Score of a Dramatic or Comedy Picture),,Roy Webb,The Enchanted Cottage ,,,
1945,18,Music (Music Score of a Dramatic or Comedy Picture),,"Morton Scott, Dale Butts",Flame of Barbary Coast ,,,
1945,18,Music (Music Score of a Dramatic or Comedy Picture),,Edward J. Kay,G. I. Honeymoon ,,,
1945,18,Music (Music Score of a Dramatic or Comedy Picture),,"Louis Applebaum, Ann Ronell",G. I. Joe ,,,
1945,18,Music (Music Score of a Dramatic or Comedy Picture),,Werner Janssen,Guest in the House ,,,
1945,18,Music (Music Score of a Dramatic or Comedy Picture),,Daniele Amfitheatrof,Guest Wife ,,,
1945,18,Music (Music Score of a Dramatic or Comedy Picture),,Alfred Newman,The Keys of the Kingdom ,,,
1945,18,Music (Music Score of a Dramatic or Comedy Picture),,Miklos Rozsa,The Lost Weekend ,,,
1945,18,Music (Music Score of a Dramatic or Comedy Picture),,Victor Young,Love Letters ,,,
1945,18,Music (Music Score of a Dramatic or Comedy Picture),,Karl Hajos,The Man Who Walked Alone ,,,
1945,18,Music (Music Score of a Dramatic or Comedy Picture),,Franz Waxman,"Objective, Burma! ",,,
1945,18,Music (Music Score of a Dramatic or Comedy Picture),,Alexander Tansman,Paris--Underground ,,,
1945,18,Music (Music Score of a Dramatic or Comedy Picture),,"Miklos Rozsa, Morris Stoloff",A Song to Remember ,,,
1945,18,Music (Music Score of a Dramatic or Comedy Picture),,Werner Janssen,The Southerner ,,,
1945,18,Music (Music Score of a Dramatic or Comedy Picture),1,Miklos Rozsa,Spellbound ,,,
1945,18,Music (Music Score of a Dramatic or Comedy Picture),,H. J. Salter,This Love of Ours ,,,
1945,18,Music (Music Score of a Dramatic or Comedy Picture),,Herbert Stothart,The Valley of Decision ,,,
1945,18,Music (Music Score of a Dramatic or Comedy Picture),,"Arthur Lange, Hugo Friedhofer",The Woman in the Window ,,,
1945,18,Music (Scoring of a Musical Picture),1,Georgie Stoll,Anchors Aweigh ,,,
1945,18,Music (Scoring of a Musical Picture),,Arthur Lange,Belle of the Yukon ,,,
1945,18,Music (Scoring of a Musical Picture),,"Jerome Kern, H. J. Salter",Can't Help Singing ,,,
1945,18,Music (Scoring of a Musical Picture),,Morton Scott,Hitchhike to Happiness ,,,
1945,18,Music (Scoring of a Musical Picture),,Robert Emmett Dolan,Incendiary Blonde ,,,
1945,18,Music (Scoring of a Musical Picture),,"Ray Heindorf, Max Steiner",Rhapsody in Blue ,,,
1945,18,Music (Scoring of a Musical Picture),,"Alfred Newman, Charles Henderson",State Fair ,,,
1945,18,Music (Scoring of a Musical Picture),,Edward J. Kay,Sunbonnet Sue ,,,
1945,18,Music (Scoring of a Musical Picture),,"Charles Wolcott, Edward Plumb, Paul J. Smith",The Three Caballeros ,,,
1945,18,Music (Scoring of a Musical Picture),,"Marlin Skiles, Morris Stoloff",Tonight and Every Night ,,,
1945,18,Music (Scoring of a Musical Picture),,Walter Greene,Why Girls Leave Home ,,,
1945,18,Music (Scoring of a Musical Picture),,"Ray Heindorf, Lou Forbes",Wonder Man ,,,
1945,18,Music (Song),,Music by Harold Arlen,"""Accentuate The Positive"" from Here Come the Waves", Lyrics by Johnny Mercer,,
1945,18,Music (Song),,Music by Jule Styne,"""Anywhere"" from Tonight and Every Night", Lyrics by Sammy Cahn,,
1945,18,Music (Song),,Music by James Van Heusen,"""Aren't You Glad You're You?"" from The Bells of St. Mary's", Lyrics by Johnny Burke,,
1945,18,Music (Song),,Music by Jay Livingston,"""The Cat And The Canary"" from Why Girls Leave Home", Lyrics by Ray Evans,,
1945,18,Music (Song),,Music by Walter Kent,"""Endlessly"" from Earl Carroll Vanities", Lyrics by Kim Gannon,,
1945,18,Music (Song),,Music by Jule Styne,"""I Fall In Love Too Easily"" from Anchors Aweigh", Lyrics by Sammy Cahn,,
1945,18,Music (Song),,Music by Allie Wrubel,"""I'll Buy That Dream"" from Sing Your Way Home", Lyrics by Herb Magidson,,
1945,18,Music (Song),1,Music by Richard Rodgers,"""It Might As Well Be Spring"" from State Fair", Lyrics by Oscar Hammerstein II,,
1945,18,Music (Song),,Music and Lyrics by Ann Ronell,"""Linda"" from G. I. Joe",,,
1945,18,Music (Song),,Music by Victor Young,"""Love Letters"" from Love Letters", Lyrics by Eddie Heyman,,
1945,18,Music (Song),,Music by Jerome Kern,"""More And More"" from Can't Help Singing", Lyrics by E. Y. Harburg,,
1945,18,Music (Song),,Music by James Van Heusen,"""Sleighride In July"" from Belle of the Yukon", Lyrics by Johnny Burke,,
1945,18,Music (Song),,Music by David Rose,"""So In Love"" from Wonder Man", Lyrics by Leo Robin,,
1945,18,Music (Song),,Music by Ray Heindorf and M. K. Jerome,"""Some Sunday Morning"" from San Antonio", Lyrics by Ted Koehler,,
1945,18,Best Motion Picture,,Metro-Goldwyn-Mayer,Anchors Aweigh ,,,
1945,18,Best Motion Picture,,Rainbow Productions,The Bells of St. Mary's ,,,
1945,18,Best Motion Picture,1,Paramount,The Lost Weekend ,,,
1945,18,Best Motion Picture,,Warner Brothers,Mildred Pierce ,,,
1945,18,Best Motion Picture,,Selznick International Pictures,Spellbound ,,,
1945,18,Short Subject (Cartoon),,"Walt Disney, Producer",Donald's Crime ,,,
1945,18,Short Subject (Cartoon),,"George Pal, Producer",Jasper and the Beanstalk ,,,
1945,18,Short Subject (Cartoon),,"Eddie Selzer, Producer",Life with Feathers ,,,
1945,18,Short Subject (Cartoon),,"Paul Terry, Producer",Mighty Mouse in Gypsy Life ,,,
1945,18,Short Subject (Cartoon),,"Walter Lantz, Producer",The Poet and Peasant ,,,
1945,18,Short Subject (Cartoon),1,"Frederick Quimby, Producer",Quiet Please! ,,,
1945,18,Short Subject (Cartoon),,Screen Gems,Rippling Romance ,,,
1945,18,Short Subject (One Reel),,"Edmund Reek, Producer",Along the Rainbow Trail ,,,
1945,18,Short Subject (One Reel),,"Ralph Staub, Producer",Screen Snapshots' 25th Anniversary ,,,
1945,18,Short Subject (One Reel),1,"Herbert Moulton, Producer; Jerry Bresler, Executive Producer",Stairway to Light ,,,
1945,18,Short Subject (One Reel),,"Gordon Hollingshead, Producer",Story of a Dog ,,,
1945,18,Short Subject (One Reel),,"Grantland Rice, Producer",White Rhapsody ,,,
1945,18,Short Subject (One Reel),,"Joseph O'Brien and Thomas Mead, Producers",Your National Gallery ,,,
1945,18,Short Subject (Two Reel),,"Chester Franklin, Producer; Jerry Bresler, Executive Producer",A Gun in His Hand ,,,
1945,18,Short Subject (Two Reel),,"Jules White, Producer",The Jury Goes Round 'N' Round ,,,
1945,18,Short Subject (Two Reel),,"George Templeton, Producer",The Little Witch ,,,
1945,18,Short Subject (Two Reel),1,"Gordon Hollingshead, Producer",Star in the Night ,,,
1945,18,Sound Recording,1,"RKO Radio Studio Sound Department, Stephen Dunn, Sound Director",The Bells of St. Mary's ,,,
1945,18,Sound Recording,,"Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director",Flame of Barbary Coast ,,,
1945,18,Sound Recording,,"Universal Studio Sound Department, Bernard B. Brown, Sound Director",Lady on a Train ,,,
1945,18,Sound Recording,,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director",Leave Her to Heaven ,,,
1945,18,Sound Recording,,"Warner Brothers Studio Sound Department, Nathan Levinson, Sound Director",Rhapsody in Blue ,,,
1945,18,Sound Recording,,"Columbia Studio Sound Department, John P. Livadary, Sound Director",A Song to Remember ,,,
1945,18,Sound Recording,,"General Service, Jack Whitney, Sound Director",The Southerner ,,,
1945,18,Sound Recording,,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",They Were Expendable ,,,
1945,18,Sound Recording,,"Walt Disney Studio Sound Department, C. O. Slyfield, Sound Director",The Three Caballeros ,,,
1945,18,Sound Recording,,"RCA Sound, W. V. Wolfe, Sound Director",Three Is a Family ,,,
1945,18,Sound Recording,,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",The Unseen ,,,
1945,18,Sound Recording,,"Samuel Goldwyn Studio Sound Department, Gordon Sawyer, Sound Director",Wonder Man ,,,
1945,18,Special Effects,,"Photographic Effects by Fred Sersen, Sol Halprin; Sound Effects by Roger Heman, Harry Leonard",Captain Eddie ,,,
1945,18,Special Effects,,Photographic Effects by Jack Cosgrove,Spellbound ,,,
1945,18,Special Effects,,"Photographic Effects by A. Arnold Gillespie, Donald Jahraus, Robert A. MacDonald; Sound Effects by Michael Steinore",They Were Expendable ,,,
1945,18,Special Effects,,Photographic Effects by Lawrence W. Butler,A Thousand and One Nights , Sound Effects by Ray Bomba,,
1945,18,Special Effects,1,Photographic Effects by John Fulton,Wonder Man , Sound Effects by Arthur W. Johns,,
1945,18,Writing (Original Motion Picture Story),,"Thomas Monroe, Laszlo Gorog",The Affairs of Susan ,,,
1945,18,Writing (Original Motion Picture Story),1,Charles G. Booth,The House on 92nd Street ,,,
1945,18,Writing (Original Motion Picture Story),,"John Steinbeck, Jack Wagner",A Medal for Benny ,,,
1945,18,Writing (Original Motion Picture Story),,Alvah Bessie,"Objective, Burma! ",,,
1945,18,Writing (Original Motion Picture Story),,Ernst Marischka,A Song to Remember ,,,
1945,18,Writing (Original Screenplay),,Philip Yordan,Dillinger ,,,
1945,18,Writing (Original Screenplay),1,Richard Schweizer,Marie-Louise ,,,
1945,18,Writing (Original Screenplay),,Myles Connolly,Music for Millions ,,,
1945,18,Writing (Original Screenplay),,Milton Holmes,Salty O'Rourke ,,,
1945,18,Writing (Original Screenplay),,Harry Kurnitz,"What Next, Corporal Hargrove? ",,,
1945,18,Writing (Screenplay),,"Leopold Atlas, Guy Endore, Philip Stevenson",G. I. Joe ,,,
1945,18,Writing (Screenplay),1,"Charles Brackett, Billy Wilder",The Lost Weekend ,,,
1945,18,Writing (Screenplay),,Ranald MacDougall,Mildred Pierce ,,,
1945,18,Writing (Screenplay),,Albert Maltz,Pride of the Marines ,,,
1945,18,Writing (Screenplay),,"Tess Slesinger, Frank Davis",A Tree Grows in Brooklyn ,,,
1945,18,Special Award,1,Walter Wanger,,,,
1945,18,Special Award,1,Peggy Ann Garner,,,,
1945,18,Special Award,1,The House I Live In,,,,
1945,18,Special Award,1,"Republic Studio, Daniel J. Bloomberg and the Republic Studio Sound Department",,,,
1946,19,Actor,1,Fredric March,The Best Years of Our Lives,,,
1946,19,Actor,,Laurence Olivier,Henry V,,,
1946,19,Actor,,Larry Parks,The Jolson Story,,,
1946,19,Actor,,Gregory Peck,The Yearling,,,
1946,19,Actor,,James Stewart,It's a Wonderful Life,,,
1946,19,Actor in a Supporting Role,,Charles Coburn,The Green Years,,,
1946,19,Actor in a Supporting Role,,William Demarest,The Jolson Story,,,
1946,19,Actor in a Supporting Role,,Claude Rains,Notorious,,,
1946,19,Actor in a Supporting Role,1,Harold Russell,The Best Years of Our Lives,,,
1946,19,Actor in a Supporting Role,,Clifton Webb,The Razor's Edge,,,
1946,19,Actress,1,Olivia de Havilland,To Each His Own,,,
1946,19,Actress,,Celia Johnson,Brief Encounter,,,
1946,19,Actress,,Jennifer Jones,Duel in the Sun,,,
1946,19,Actress,,Rosalind Russell,Sister Kenny,,,
1946,19,Actress,,Jane Wyman,The Yearling,,,
1946,19,Actress in a Supporting Role,,Ethel Barrymore,The Spiral Staircase,,,
1946,19,Actress in a Supporting Role,1,Anne Baxter,The Razor's Edge,,,
1946,19,Actress in a Supporting Role,,Lillian Gish,Duel in the Sun,,,
1946,19,Actress in a Supporting Role,,Flora Robson,Saratoga Trunk,,,
1946,19,Actress in a Supporting Role,,Gale Sondergaard,Anna and the King of Siam,,,
1946,19,Art Direction (Black and White),1,"Art Direction: Lyle Wheeler, William Darling; Interior Decoration: Thomas Little, Frank E. Hughes",Anna and the King of Siam ,,,
1946,19,Art Direction (Black and White),,"Art Direction: Hans Dreier, Walter Tyler; Interior Decoration: Sam Comer, Ray Moyer",Kitty ,,,
1946,19,Art Direction (Black and White),,"Art Direction: Richard Day, Nathan Juran; Interior Decoration: Thomas Little, Paul S. Fox",The Razor's Edge ,,,
1946,19,Art Direction (Color),,John Bryan,Caesar and Cleopatra ,,,
1946,19,Art Direction (Color),,"Art Direction: Paul Sheriff, Carmen Dillon",Henry V ,,,
1946,19,Art Direction (Color),1,"Art Direction: Cedric Gibbons, Paul Groesse; Interior Decoration: Edwin B. Willis",The Yearling ,,,
1946,19,Cinematography (Black and White),1,Arthur Miller,Anna and the King of Siam ,,,
1946,19,Cinematography (Black and White),,George Folsey,The Green Years ,,,
1946,19,Cinematography (Color),,Joseph Walker,The Jolson Story ,,,
1946,19,Cinematography (Color),1,"Charles Rosher, Leonard Smith, Arthur Arling",The Yearling ,,,
1946,19,Directing,1,William Wyler,The Best Years of Our Lives ,,,
1946,19,Directing,,David Lean,Brief Encounter ,,,
1946,19,Directing,,Frank Capra,It's a Wonderful Life ,,,
1946,19,Directing,,Robert Siodmak,The Killers ,,,
1946,19,Directing,,Clarence Brown,The Yearling ,,,
1946,19,Documentary (Short Subject),,The March of Time,Atomic Power ,,,
1946,19,Documentary (Short Subject),,Artkino,Life at the Zoo ,,,
1946,19,Documentary (Short Subject),,Paramount,Paramount News Issue #37 (Twentieth Anniversary Issue!  1927.....1947) ,,,
1946,19,Documentary (Short Subject),1,United States Department of War,Seeds of Destiny ,,,
1946,19,Documentary (Short Subject),,"Herbert Morgan, Producer",Traffic with the Devil ,,,
1946,19,Film Editing,1,Daniel Mandell,The Best Years of Our Lives ,,,
1946,19,Film Editing,,William Hornbeck,It's a Wonderful Life ,,,
1946,19,Film Editing,,William Lyon,The Jolson Story ,,,
1946,19,Film Editing,,Arthur Hilton,The Killers ,,,
1946,19,Film Editing,,Harold Kress,The Yearling ,,,
1946,19,Music (Music Score of a Dramatic or Comedy Picture),,Bernard Herrmann,Anna and the King of Siam ,,,
1946,19,Music (Music Score of a Dramatic or Comedy Picture),1,Hugo Friedhofer,The Best Years of Our Lives ,,,
1946,19,Music (Music Score of a Dramatic or Comedy Picture),,William Walton,Henry V ,,,
1946,19,Music (Music Score of a Dramatic or Comedy Picture),,Franz Waxman,Humoresque ,,,
1946,19,Music (Music Score of a Dramatic or Comedy Picture),,Miklos Rozsa,The Killers ,,,
1946,19,Music (Scoring of a Musical Picture),,Robert Emmett Dolan,Blue Skies ,,,
1946,19,Music (Scoring of a Musical Picture),,Alfred Newman,Centennial Summer ,,,
1946,19,Music (Scoring of a Musical Picture),,Lennie Hayton,The Harvey Girls ,,,
1946,19,Music (Scoring of a Musical Picture),1,Morris Stoloff,The Jolson Story ,,,
1946,19,Music (Scoring of a Musical Picture),,"Ray Heindorf, Max Steiner",Night and Day ,,,
1946,19,Music (Song),,Music by Jerome Kern,"""All Through The Day"" from Centennial Summer", Lyrics by Oscar Hammerstein II,,
1946,19,Music (Song),,Music by James Monaco,"""I Can't Begin To Tell You"" from The Dolly Sisters", Lyrics by Mack Gordon,,
1946,19,Music (Song),,Music by Hoagy Carmichael,"""Ole Buttermilk Sky"" from Canyon Passage", Lyrics by Jack Brooks,,
1946,19,Music (Song),1,Music by Harry Warren,"""On The Atchison, Topeka And The Santa Fe"" from The Harvey Girls", Lyrics by Johnny Mercer,,
1946,19,Music (Song),,Music and Lyrics by Irving Berlin,"""You Keep Coming Back Like A Song"" from Blue Skies",,,
1946,19,Best Motion Picture,1,Samuel Goldwyn Productions,The Best Years of Our Lives ,,,
1946,19,Best Motion Picture,,J. Arthur Rank-Two Cities Films,Henry V ,,,
1946,19,Best Motion Picture,,Liberty Films,It's a Wonderful Life ,,,
1946,19,Best Motion Picture,,20th Century-Fox,The Razor's Edge ,,,
1946,19,Best Motion Picture,,Metro-Goldwyn-Mayer,The Yearling ,,,
1946,19,Short Subject (Cartoon),1,"Frederick Quimby, Producer",The Cat Concerto ,,,
1946,19,Short Subject (Cartoon),,"Walter Lantz, Producer",Chopin's Musical Moments ,,,
1946,19,Short Subject (Cartoon),,"George Pal, Producer",John Henry and the Inky Poo ,,,
1946,19,Short Subject (Cartoon),,"Walt Disney, Producer",Squatter's Rights ,,,
1946,19,Short Subject (Cartoon),,"Edward Selzer, Producer",Walky Talky Hawky ,,,
1946,19,Short Subject (One Reel),,"Jack Eaton, Producer",Dive-Hi Champs ,,,
1946,19,Short Subject (One Reel),1,"Gordon Hollingshead, Producer",Facing Your Danger ,,,
1946,19,Short Subject (One Reel),,"Edmund Reek, Producer",Golden Horses ,,,
1946,19,Short Subject (One Reel),,"Gordon Hollingshead, Producer",Smart as a Fox ,,,
1946,19,Short Subject (One Reel),,"Pete Smith, Producer",Sure Cures ,,,
1946,19,Short Subject (Two Reel),1,"Gordon Hollingshead, Producer",A Boy and His Dog ,,,
